"","funny","user_id","review_id","text","business_id","stars","date","useful","type","cool"
"1211",0,"vPOkQJKahhR13LQ2ElSFGg","gCirV-QKQNS-0NTHSETlEw","This place kind of reminded me of a Hallmark store when we 1st walked in....except w/out all the cards. 

They have shelves full of different themes of invitations, stationary, pens, candles, etc. They even have an Anne Taintor section! We bought a few kitchy little gifts, including a super cute Christmas card for a friend.

The ladies here are *very* chatty, so I wouldnt recommend coming here if youre in a hurry.","2ksAPIhObAGEaYU4Y3ZbpA",3,"2012-12-05",1,"review",1
"1212",0,"N0FKr4Oj4j0ZE5_jvCycTw","wmVEDQnOE9f26sDtVJrTJQ","I would highly recommend using the Paper Place. After two weeks of trying to track down the lady suppose to be making my wedding programs I finally spoke with her 4 days before I left town for my wedding and she tells me she cannot get my programs to me. After a quick search on Yelp I found the Paper Place right around the corner from me. I called and Judy answered the phone. I explained to her my situation and she without any hesitation said get here ASAP. Judy was the most wonderful person to work with she took so much pride in what she did and in making my 45 small wedding programs. She was able to match my invitations and even came up with a great idea for the programs for my parents. If you are planning a wedding or any type of event go to the Paper Place and ask for Judy she will not let you down!!!","2ksAPIhObAGEaYU4Y3ZbpA",5,"2011-10-25",0,"review",0
"1213",0,"-ubMwuskT2uS0GPSZpxaxA","iM6A1v6X1H7--u3kNIBDUA","I love paper and I was happy with my experience. I like the selection of singles and cards. I don't live in the area but thought it was a nice place to visit. I didn't have much interaction with the staff but enjoyed the walk through and the purchase of a couple of items.","2ksAPIhObAGEaYU4Y3ZbpA",3,"2012-04-25",0,"review",0
"1214",0,"fJQh95jx1v8AulFxS1TKFQ","zZPx6JO7jyUSLijk_7nVRg","this is a great little independent specialty business, and i've shopped here for many years.  I have a sister who writes poetry, and nieces who write lots of things, and the cards and stationery and specialty paper items here are unique and very good quality.  perfect little gifts that look very special.","2ksAPIhObAGEaYU4Y3ZbpA",4,"2010-11-03",0,"review",0
"1215",0,"zDc6JNN4hkQKNPUVrSddfg","uuAX8VyF7QD-Ew0NTJ2Ajw","The Paper Place on Marshall Way is a great spot for finding the perfect stationary or designing an invitation for an upcoming event. They have lots of little gift ideas that are perfect finds for hostess gifts for anytime of year, as well as beautiful Filo-Fax binders and supplies for your 2008 time management/organizational needs.","2ksAPIhObAGEaYU4Y3ZbpA",4,"2007-12-04",1,"review",0
"1216",3,"_NizT4NfEXZP466x8qD8gw","qsxXYtwtBAiQ4fZXaWjilw","I wanted to check this place out for nice colored paper that would be used to make escort cards for my wedding. When i went it, i defintiely liked all the stuff they had there, but it took them forever to even acknowledge me. Someone finally said hi from behind the counter, but didn't ask if I needed anything and seemed more interested in what she was doing behind the counter. I made it to the back where they had racks of paper, but i wasn't seeing what i wanted. A few more sales ladies came into the store from the back and one asked if she could help me. Finally!

I explained that I was looking for thick but pretty card stock to use for cutting out bird silhouettes for my escort cards. As this sentence was leaving my mouth, the look on her face changed to absolutely disgust. When i finally got through asking if she'd be able to help me find the right paper, or any suggestions on how to make this work, she said ""Yeah, don't cut out bird shapes! It's going to look homemade and you'd be better off just buying some colored feathers."" And that was it. At no point did she offer to point me to a different paper, or discuss the possibility of bird shaped stamps. No, no. You're idea is trashy and gross and the thought of talking to you anymore about it makes me want to vomit.

The reviews about them being snotty and rude are absolutely true. I would never step foot in this store again.","2ksAPIhObAGEaYU4Y3ZbpA",1,"2011-06-13",3,"review",2
"1217",0,"ZjasrJi5z-3BZ5DMGU9CxA","jneYpnK01WJyFJQ926adzQ","i tend to buy more single cards here than packs of cards. i go here every time i get a haircut at steven paul down the way, which is about once a month. it seems like they just dont update their cards very often. i like the store, but sometimes the staff can be a little standoff-ish. it seems to depend on the day. i have to admit they carry some really unique cards and items, but it's just not as personable, but what do you expect in scottsdale?","2ksAPIhObAGEaYU4Y3ZbpA",3,"2008-04-10",0,"review",0
"1218",0,"LG-FOXQL0zUcRQuqkhq-Zg","OrfZtlzNgYilEx4tOroNZQ","We used them for our open house invitations and they did a hand drawn rendering of our home and it was beautiful. They mailed and took care of everything.","2ksAPIhObAGEaYU4Y3ZbpA",5,"2013-11-23",0,"review",0
"1219",0,"4Q6IMr3hkYuKV02VrhXWLA","R8Ff_RE4quovJ3sprVB0JQ","This establishment has some really cute gift items. You can find some beautiful stationary. However, the card selection is ok, but small. Sometimes it's nice to have lot of choices for cards to find the perfect one. The  customer service is fair.  The few times I've been there, all the employees seem to be very busy doing other things besides helping customers.  I think they get excited about the large wedding planning section in the rear of the store.  To their credit,  all the custom work was well done.","2ksAPIhObAGEaYU4Y3ZbpA",3,"2014-04-26",0,"review",0
"1220",2,"RBZ_kMjowV0t6_nv2UKaDQ","O3hwmjV1sPj_Njon4RDYPw","Paper Place to the rescue! When planning my wedding, the 11th hour was quickly approaching and we needed to get ceremony programs created stat. I knew that the Paper Place could come to the rescue and they did! I worked with the entire staff and they were friendly, helpful and got the job done just in the nick of time! The programs turned out beautifully and they were the perfect addition to the wedding. Thank you Paper Place!","2ksAPIhObAGEaYU4Y3ZbpA",4,"2013-05-02",3,"review",3
"1221",0,"DwPt80EUZRcUzLh--f1RIg","PiTt6Go3UcNeI5YZxNaKPQ","This shop is a gem! The fun and fabulous gifts, never ending array of greeting cards, and items to add sparkle to your home, office, and on the go. The ladies go above and beyond, providing exceptional customer service that changed my day around. Don't miss out!","2ksAPIhObAGEaYU4Y3ZbpA",5,"2015-10-16",0,"review",0
"1222",1,"8hQVti4CMW_IBpJSGeYyKw","AChNeiPXQX5c5QKCQ9mC8A","Never fill the cups all the way up and unless you ask for extra toppings you get hardly any. Don't waste your time! Drive the extra distance to a different DQ!!","6cvJplW0lgHEOfBSx_4f8g",2,"2015-05-24",0,"review",1
"1223",0,"vtmHM-EdhVYScgCj-1Ri2g","XWxazmQtkikZlYDwjlYpbA","My husband and I got one cookie dough blizzard and one role blizzard. Previously we had a couple nice blizzards here but this second time was awful. There were hardly any topping (not as bad as the worst blizzard ever at the other Gilbert Rd. but 2nd worst)... The drive through line was looooong and sloooow. And ultimately not worth the wait. So far one hit and one miss. Unfortunatley for us that (including Gilbert Rd) DQ as a whole is more miss than hit and no more DQ for us...","6cvJplW0lgHEOfBSx_4f8g",2,"2015-08-09",0,"review",0
"1224",0,"OzVNRLNVH4gGLkPoctSuzA","N0PjExoZMdVcS7SV2s6yGA","We were not able to find the location and when we called the, ""manager in charge"" told us she didn't know where she was located at hung up the phone. Several call backs later we were told they were they were located near different stores where they were not at.  Finally, we asked asked for a General Manager, only to be told he is out of town. There is no-one else to speak to besides the 16 year old acting manager who doesn't know where she is located at. Would not recommend this location if you want good customer service!!","6cvJplW0lgHEOfBSx_4f8g",1,"2016-04-04",0,"review",0
"1225",0,"TVsyxo2d_uuziwUAbi3Ibw","y49PmjI7hrzY3SCrLF1yEQ","5pm on a Monday, 2 young girls working with zero smiling, zero eye contact, not kind at all. Very slow moving, acting like they hate life! Ordered a large pina colada regular and it has zero flavor. So the whole trip was a waste.","6cvJplW0lgHEOfBSx_4f8g",1,"2014-04-29",1,"review",1
"1226",0,"6iJMKZ_WszucLQ42MPJctg","8vtkov_pS_5x3PelhxkfCA","I like to get the strawberry julius here about twice month - it has been consistently good every time.  When they are busy the line still moves quickly.","6cvJplW0lgHEOfBSx_4f8g",5,"2012-08-30",0,"review",0
"1227",1,"3q-Nc1wWrnyKB53I0ZiCwA","O5foxFxrVxExoA7WNEuDEw","It has been a LONG TIME since I've enjoyed a DQ treat! I ordered a Heath bar Blizzard in size small. It was delicious! Took me back 13 years when I use to frequent a nearby DQ in Texas.

Customer service at this corner suite at the mall was nice. It wasn't busy and the 2 workers were attentive and patient with the 4 of us (me, my 2 girls, and one of their friends).

The place was clean and the worker was helpful in directing us to the nearest bathroom (about 20 steps away).

Only surprise: the size small was too much! All of us struggled to finish passed half way. We should have ordered the mini. Now we know why it's on the menu. 

I paid $3.80 each. Sounds pricey until you start eating it. We definitely feel like we got our money's worth. Plus, the size small, when they fill it, towers over the top about 1-2 inches!

I can't promise I'll frequent this place (I mean, I DO have a waistline to consider), but I definitely recommend it.

One more piece of advice, eat it outside. We about froze our tails off until we got smart and sat outside. DQ Blizzard + 103 degrees = ""It's nice outside. Let's hang out!""","6cvJplW0lgHEOfBSx_4f8g",4,"2012-08-29",1,"review",1
"1228",1,"2MLTkPNp9ldB4YBOi5k4qA","GhhanT-gnoqe9_MgoCodIA","Love the deal for ice cream cones and that is what I have tried so far. I will come back to try food items.","6cvJplW0lgHEOfBSx_4f8g",5,"2016-02-04",2,"review",1
"1229",0,"bsg3oDtSb9looRcXVb72_Q","AIi5qqRCfX_jAksTPKvirQ","The staff was very friendly greeted us coming in  I had the strawberry cheesecake blizzard and my cousin had the oreo blizzard i will definitely return to this location","6cvJplW0lgHEOfBSx_4f8g",5,"2016-08-23",1,"review",1
"1230",0,"1N0JmHkzOeE249oyU8iKnQ","hTdZAjI6TeNnJbr1zRCHAQ","If you're going for ice cream or a Julius .. you are probably ok ... but in my view .. not the place to grab a quick lunch.  Ordered BLT ... and the meat tasted old.  All food selections are pretty unhealthy.  No salad to substitute for chips... as with McDonald's, Wendy's, Arby's, or Chick Filet.   Pretty sub-par sandwich.  Nothing to get excited about ... and as long as I don't get sick .. I guess I'm ok ... just not going back.  For the money ... Chipotle is probably a better, fresher, and healthier choice (depending upon what you choose) .. in the San Tan mall ...or even Paradise Bakery.","6cvJplW0lgHEOfBSx_4f8g",1,"2014-10-27",0,"review",0
"1231",0,"jld5hfLe6tlYlIEiJ8_h8w","hKBr11XIuFln5QfCnkZR3A","Staff are rude and did a poor job on the order. We'll drive the extra mile to go to another one. Our advice is to STAY AWAY.","6cvJplW0lgHEOfBSx_4f8g",1,"2016-08-17",0,"review",0
"1232",0,"D9l11K1r3RP8pb6yWwAWZg","PSDnWwyp4RBU1EMuM3XF_g","My brother-in-law recommended this place to me when we broke our iPad screen. Gabe was really nice and straightforward. Service was fast and the price was right. :)

Naturally I brought my Nexus 5 here when I broke the screen. Gabe actually recommended that I wait to fix it, when I'm sure most stores would have been pressuring me to get it fixed then and there and trying to sell me some expensive case. I insisted that he fix it now and I'm really pleased with the result.","H04E6SW-RpCxCJcQjjKEdA",5,"2015-11-11",0,"review",0
"1233",0,"RGNZO5xJp2cmTjfkoc7IjA","l5-uqukR1d28UQ9UOStzkQ","DON'T GO THERE !!! Can not explain where the phone was originally from. Paid for double sim card brand new phone but gave me a single card phone and refused to refund. Been gone there 3 tkmes to talk sirh them the situation but salesman said forgot. Got extra money to try your luck, good luck for you then. Salesman name are Angel,Gabriel and Edward. They just tried to be an expert in front of you but indeed it was a scrum.","H04E6SW-RpCxCJcQjjKEdA",1,"2016-06-19",0,"review",0
"1234",0,"u8c5eHBjv1oVLb4qokJjDg","VD-elBsJg8bADX18GebKOg","Lied to me and tried to steal my money.  I had gone in last week and asked a sales associate (Edward) to help me find a case for my new phone in a specific colour.  They didn't have it in-store, so he said he would look for it elsewhere and have it shipped to the store by the next day latest, but that I would need to put down a deposit first.  Fair enough.  The next day comes around and he calls me, saying he still can't find it, but that he'll keep looking.  Because I was going out-of-town in a couple of days and wouldn't be back for a while, I decide to look for it myself in other stores.  I end up finding the case I was looking for (fairly easily too, I might add) and naturally go back to the store to ask for my deposit back.  Edward wasn't there, but the other sales associate told me he'd let him know.  Today Edward calls me and tells me that he found the case, but since I had already found one, he could turn my deposit into store credit for me to buy something else.  However, my brother had also gotten the same phone, so I figured I'd get him the case anyways since they had already found it.  When I tell Edward this, he suspiciously tries to convince me to buy something else instead.  I insist on the case and suddenly he tells me, ""Oh, I just double checked and what I found wasn't the one you were looking for.  Do you still want it?""  Obviously he had never found the case, but lied to me so that he could keep my deposit.  Thankfully I was able to get my money back, but I definitely will not be coming back.  I understand you need to make money, but this is an incredibly dishonest way to conduct a business.","H04E6SW-RpCxCJcQjjKEdA",1,"2016-08-23",0,"review",0
"1235",0,"ZdBDTkOw6-R_GpcxXgW6ZA","sXn1c5v-t_ZbFuC5JgjpNw","One of the most professional work done on fixing my phone. No questions ask.. Other places I've seen or been too, there's always a second visit to correct an issue, but Gabriel will make sure evyrthing is fine before you even come back to pick up your phone. I broke my screen on my phone, and he replaced it without scratching or damaging the body or sides, etc. Awesome work!","H04E6SW-RpCxCJcQjjKEdA",5,"2016-09-12",0,"review",0
"1236",1,"Rp-cSUHm-EKBxgBS73PNNg","2k-HKKiUnGgp1a873CPopQ","Update: so it turns out after coming home and using my phone with the new protector that it's not what I anticipated at the store.  The protector doesn't have antiglare which is horrible for iPhone.  It reflects everything and worst is when I'm outdoors or in brightly lit areas, I have to turn on the screen very very very bright or else I can't see much except a glare and reflection of my own face.  Secondly, haven't dropped my phone yet luckily so not sure yet about the durability and quality of the protector other than its lack of glare protection. However, disappoint to say that the bottom right corner of the screen protector has started to lift and begin to separate from my phone. I would have appreciated if the sales lady had informed me it did not have antiglare, $38 for this is absolutely disappointing.  I'll be going back to Pmall afterall to get my antiglare protector afterall.","H04E6SW-RpCxCJcQjjKEdA",1,"2015-11-04",1,"review",1
"1237",0,"8muwjHrLyAkjAALYJRlnYQ","NB8lRwU_LD7mlRHqFVndfw","Be very careful of this company! My husband and I just recently got gas piped for our stove top, in which we used TriStar Gas Company (amazing by the way). Needless to say, Tristar then referred us to Desert Valley Concepts to do patch work on where they needed to cut into the wall. My husband then set up the appointment, in which someone came out to do the work. The guy did not even speak English and when I asked him how much it would be, his reply was ""I don't know"". The work to be done was a 4 foot X 6 inch long hole in our wall... A few days later, we received the invoice for $380.00! My husband wrote to the company, to get a reply back stating ""We are a general contractor so the company that did the repair is PH Drywall. When we do repairs we send them out and they bill us. We then add our standard mark up and bill the client. I did not personally see the size of the hole and the condition of the workspace so its hard for me to know how much work was involved."" It's kind of hard to wrap your head around this.. But just as an FYI- do your research and do not take anyone's word that a ""Company"" will do the work for you, then later on your find out they are a general contractor! Let's just say, I will never use them EVER again!","Hgz_OXPYtj15Qhy39DlRpw",1,"2015-09-04",0,"review",0
"1238",0,"N32SmmJqyjLfyahEXNJogA","SMJtkrY4bkkK-2_jP_QVYQ","We were referred by two other friends who had used DVC to do some repairs at one residence and a total kitchen renovation in another friend's home.  Their experience was incredible, so we reached out to them for installation of new baseboard and trim details as well as converting a bonus space into a official bedroom, with an additional storage area.

They were incredibly responsive when i reached out to them for a quote on the work, and showed up within a day of the first call to assess the project.  The quote came in within another 24-48 hours and was completely in-line with my expectations.  

A week later they began the work and completed it within a weeks time, even over the New Years holiday week!  They did INCREDIBLE work... so much so, that our friends couldn't even tell the difference between what the builder had done when the home was initially built, and the work that they had done.

We also needed some other work completed on the home, but they provided great referrals for services outside their scope of work. 

I would absolutely refer them to friends and other folks... and will definitely reach out to them for our next big projects.  Thanks guys!!","Hgz_OXPYtj15Qhy39DlRpw",5,"2016-01-18",0,"review",0
"1239",0,"R9BkoO0BfwcqGwXY0eC4nQ","xHxzMBR7dp5jq3EIOfDKgQ","Jake and his team always do a great job!  We have had lots of work done by Desert Valley Concepts and the works is always top notch.  Our close friends had their entire kitchen remodeled by Desert Valley and they can't say enough about how much they love their newly designed space.  

Jake took an old 70's wood burning fireplace in our home and turned it into a modern show piece with a beautiful stone facade and cool modern electric fireplace.  

We can't wait to remodel our bathrooms with DVC :)","Hgz_OXPYtj15Qhy39DlRpw",5,"2016-03-17",0,"review",0
"1240",0,"zxmipgFQGqArkBf29dKM_w","WyAXkeITSm_Up_CnuWWl-w","I can't speak to the poor experiences others seem to have had at this store, but I CAN say that our family was more than satisfied. I rely heavily on reviews and almost took my parents to a difference location, but am so glad we gave them the benefit of the doubt.

Stewart was basically the perfect salesperson. We went back-and-forth between several models and it never felt as if he was trying to upsell us. In fact, I commented to him how refreshing that was and he said something like ""Hey, I don't care if you get the most expensive bed. I just want you to get the right bed."" (Say whaaat?!! High-five). 

Anyhow, I was there to help my parents find a bed as they both suffer from chronic back issues. They ended up choosing the i8 model and couldn't be happier with their decision. They've noticed a marked improvement in how deep they sleep and how good they feel when they wake up in the morning. 

I'm housesitting for them this week and have had a chance to try it out myself (thus, the inspiration for this review). Let's just say, it won't be long before I get my own!","1PcKVFAi-6O_aG0MP6HsEg",5,"2015-04-17",0,"review",0
"1241",1,"YvFBda_UFqS6He_uQ1IcoQ","_X_95tVUThcrQRFIetjHbg","You know that feeling you get when you make an important purchase like a home, car or bed,  and after the feeling of wow wears off you are left with the feeling of remorse? Well, that didn't happen here thanks to Jeni (normally works out of the Arcadia location). 

I went in to ask a few questions that I couldn't get answers to online. Jeni answered all of them without pushing a sale on me, nothing more annoying than a pushy salesperson. Anyway, she explained the difference between the iLE and normal i series as well as the p series... Btw the i10 is the bomb, but a lil more than I am ready to spend on a bed at the moment. I also learned that since the beds are modular you can replace the padding and memory foam anytime you want and it's not too expensive. 

My sleep number is about 40 and compared to that, my bed is probably an 80 near the head and 50 near the bottom... Needless to say my back aches just thinking about my bed, but when I layer on the sleep number i8 at 40 I could feel the tension fading away. This bed is a pretty penny, but just think how my life will change when I can have a sound nights sleep and wake up refreshed and pain free. For now I'll have to dream of a better bed, but soon enough I will be sleeping soundly and selectively. Thanks Jeni!","1PcKVFAi-6O_aG0MP6HsEg",5,"2011-12-13",1,"review",2
"1242",0,"PUNqW0pqrmmzkDTiMoGhTw","YZi3RbUvyno9d7E2NmQQOQ","My customer service was fine. But the bed is terrible. It always looks like a saggy old mattress. I have a beautiful comforter and bedskirt, but the bed is saggy and ugly. The sheets made specifically for the bed are expensive and don't fit right..oh yes they are soft, but poorly made. Not sure where those other reviews came from, and I made decisions based on them. So sorry I did!! Don't waste your hard earned money. Curious to see if this review makes the page. TERRIBLE WASTE","1PcKVFAi-6O_aG0MP6HsEg",1,"2016-01-20",1,"review",0
"1243",0,"KCb_WTvj8v-h9EdBY8aiFQ","D6hfboM4XxPoPBQQigp8XQ","Whatever female that was working the weekend on 10/11/14 needs to be FIRED. I went into this store to try out the beds & was not greeted by anyone. There was only 1 sales rep who was busy attending some older folks, which was totally fine... I don't like being bothered anyway, if I have a question I'll ask. I came in here with my boyfriend & let me tell you, we may be young & LOOK like we don't have money, but trust me, I could buy any of these stupid mattresses easily without even thinking about it. Money is not an issue. We immediately picked the nicest looking beds, inclined it how we liked (I have a blood circulation problem so I put the lower end up of the bed inclined) felt pretty good. We then turned on our sides to see how it felt from the side..... & this terrible hideous sales rep (who was adjusting her old folks bed as they were laying on it) told us ""oh come on, if all you guys are going to do is play around then you need to LEAVE."" I was disgusted!!! I looked at her & said ""Excuse me""?!! At that moment she realized she was a complete IDIOT & rolled her eyes & continued talking with her clients. We immediately took off & guess what sweetheart???? We were going to purchase a bed but HELL no!! I am taking my business to temperpedic. 


DONT WASTE YOUR TIME WITH JUDGMENTAL IDIOTS WHO DISCRIMINATE AGAINST YOUNGER PEOPLE.","1PcKVFAi-6O_aG0MP6HsEg",1,"2014-10-17",3,"review",0
"1244",0,"kUBYL5DTJIH6yZ-H9OMBrA","tuAnJU1F7WhmJHoHqvKJAw","I would give you a zero if I could. We have spent over 30 minutes on the phone on more than one occasion trying to reach a customer service representative! Each time we get disconnected. We spent $8,500 on our bed and we expect better customer service! This is atrocious!","1PcKVFAi-6O_aG0MP6HsEg",1,"2016-02-16",0,"review",0
"1245",0,"SgoEwA8InG_1D9fgYbNbqg","w-taqJXhHC_8mlzm32LTVQ","Stopped in with my wife... really enjoyed the experience of finding my sleep number. Overall, I thought the sales person was helpful and understanding. 
We left without purchasing.  He (Mike) did contact me to see if he could aid me further in my decision. I told him that we decided to go forward with the bed. We chose the i-8. By the time we purchased pillows covers, etc... I was in for about $8500.00.
I know that is allot for a bed, but the positives outweighed the negatives. 
On delivery day....not before but on the morning they were supposed to deliver, I recieved a bomb from Sleep Number... I was told that they forgot to put my bed on the truck for delivery and it was going to be another week!!!
I was extremley disappointed...I told the lady that I wanted to cancel my order.... her response was... OK... let me  give you the cancelation department... Yep...they have a department to handle cancellations!!! What did that tell me???? So I spoke with the cancellation expert who I think was eating an apple or carrot while she was dealing with me... I was waiting for a Whats up doc to come out of her mouth... she was rude, and in a hurry to get off the phone. She told me that the box I received (Sheets and Pillows)needed to be delivered to UPS as refused... Just some homework for me to do. I asked for a confirmation number... she acted like I was crazy... we dont do that here...
I called Mike, thinking that he could fix this.... he was not in, so I left a message. He never called???? He just lost an $8500 sale and never called????
I went by the store to purchase the pillow that I fell in love with... figured they could not screw that up... Spoke with Mike and the other sales people... while they were very apologetic and seemed to get my point, they were really no help.
I asked them for a regiional managers number, so that we could discuss the problem. What I did not mention was that my wife and I broke down our old mattress and were ready for delivery...for nothing. 
The staff said that they could not give the regional managers number to me, but they would tell him the situation and he may call me... that was about a week ago...no call. 
Look if you like poor customer service and really dont care what happens when you have issues with your purchase... by all means buy Sleep Number!!! Im shopping for something different.","1PcKVFAi-6O_aG0MP6HsEg",1,"2016-03-28",1,"review",0
"1246",0,"kCN9N-ostSYLUyZkeefsCw","9LPazNPqj51eK6X552ykbg","I have a review I want to share but am waiting until my open case with Sleep Number is closed before I give the final tally on how they performed.","1PcKVFAi-6O_aG0MP6HsEg",3,"2015-03-05",0,"review",0
"1247",1,"bfr6rDPaaXQiqjnGtSL27Q","P5x6BA6w-Llpb4hbrkKicg","As an out-of-towner, I can see this being a place for a bunch of young drunk college kids to climb up.  If it's difficult to you, you are horribly out of shape.  It's challenging for.... 5 minutes?  Maybe?  i wouldn't even call it a challenge.  Running up... now that's a challenge.  I met a couple people who were doing that.  Great views from the top.","6LBMax_eriJaDs2qWQM3Kg",5,"2012-04-10",2,"review",1
"1248",0,"yALq7sIAMLyxcd2M5JML6w","8v3N97OJApOwZdBbw-zsvA","Great hike to enjoy the view of Tempe and surrounding area. You can look down into Sun Devil stadium and get a good look at the Salt river development","6LBMax_eriJaDs2qWQM3Kg",5,"2015-01-10",0,"review",0
"1249",0,"n9-XwgSU74qTFdTCN5oreQ","wZxxPY8x0IhYmWTKT-SAmw","Love this place!  Great (short) hike with a rewarding view at the top.  The old mill on the west side of the mountain give the park some history and character.  The huge concrete ""A"" that resides on the south-facing side give the place the nickname ""A Mountain"" and has a long history to it.

  You can see all of the valley pretty much once you reach the summit.  Look down on Sun Devil Stadium and Tempe Town Lake, or look to the west and see Phoenix's downtown and Sky Harbor Airport.","6LBMax_eriJaDs2qWQM3Kg",5,"2011-10-31",3,"review",1
"1250",0,"BjZ4BW09r0KGUlYYBqEYNA","4SXpYH3Jjhev83VPt9Aw2A","Bivy is truly a gem in the Toronto brunch scene. I used to live a block away from Bivy and it literally was one of my top highlights of living in that neighbourhood. It is so good!

First and foremost - I really dislike brunch. Something about paying $20 for a couple of eggs and potatoes drives me nuts. But Bivy was a game-changer for me when I discovered it 2 years ago - and still insist on travelling on the weekends to go back there today! Do yourself a favour and go.

- Intimate but not crowded
- Rarely a wait
- Generous portion sizes
- I almost always order the Ploughman Platter, but have ordered their salads in the past (Farmer Salad) and was not disappointed
- I bring all my friends and guests here - many of whom ordered their Croque Monsier and raved about this plate
- Great prices

You won't regret it.


Update:

I'm not sure what happened on a recent Saturday brunch visit (March 2016). I had talked up this place to a couple of girlfriends, and convinced them to trek a little farther outside of our usual stomping grounds to meet at Bivy. Holy moly. Everything I've known about this place was flipped upside down.

- Unbearably cold in the space. Teeth chattering.
- My beloved Ploughman Platter that has been consistent for years came out so different than usual. No pate/terrine, flimsy toast, canned(?) sliced ridged pickles - what happened here!?
- My friend's Croque Monsieur (also a usual fan fave) was so salty

Service was also slow and unattentive this afternoon.
I really hope this was an off day for them. I usually see the gentleman who I believe owns the restaurant working in the kitchen, and he wasn't there this day. Coincidence?","10cjlsUzS8rAKMjdEWbxvA",4,"2016-01-04",0,"review",0
"1251",0,"vcMZqy8TCWqDPBdEVZVfmg","rtNqfrmYubqEUw0QnHhhOw","This is the most unassuming, underrated, unsung hero in the Dundas West strip. I never meet anyone who's heard of it or has been to it but I bring people anytime I need a good brunch or lunch. The chicken salad is packed with great stuff and so reasonably priced, the omelettes are always perfect, and the one time I came for dinner I had the jerk mussels which were excellent! It's so inexpensive and so delicious, the only thing I'm nervous about is that everyone is going to catch on and I'll have to wait to get a seat.","10cjlsUzS8rAKMjdEWbxvA",5,"2014-10-26",0,"review",0
"1252",0,"dP3WLjYQ859zrmEhy-T4aw","msM0s74jJIkGzHocE7EcTA","The brunch is one of the best, and most affordable in the city. You rarely have to wait for a table and the service is good. That makes Bivy a real gem in the often over-priced, over-hyped Toronto restaurant scene. 

Everything on the brunch menu is great but I would highlight the Croque, The Farcou (original version), the Tartiflette and the french toast. Their potato salad and green salads are always fresh and delicious. I'm told the coffee is excellent ( I'm a tea drinker - their selection is good).

I have sampled the dinner menu much less but the pulled pork sandwich is good - excellent flavour - and the frites are great. 

Excellent value, excellent food and a lovely atmosphere.","10cjlsUzS8rAKMjdEWbxvA",5,"2015-08-10",0,"review",0
"1253",0,"4fi8uvAva51OZu8IPKohPg","9geYesiOkKfykAVZsVgs7w","BIVY is one of my absolute favourite restaurants. The space is cheery and bright during the daytime and smooth and romantic in the evening for their new dinner menu. I've been a faithful daytime attendant for weekend brunch, weekday lunch, a coffee and a pastry-fuelled afternoon of work... I've always absolutely loved my experiences with their unbelievably friendly and attentive staff and their delicious food.

They hit it out of the park with their farçous (spinach pancakes) and omelettes, both of which I keep coming back to. I've also loved their tartiflette (potato/cheese tart) and the healthy bites I've had sharing plates of the kravitz, the ploughman, the gravlax... Basically I'm a well-meaning mooch, and my partner and I regularly wind up splitting our plates because everything is so tempting. Most of their meals come with a perfectly composed salad with mixed greens, thinly sliced radishes and a beautifully light vinaigrette and then their phenomenal potato salad...  Possibly the best I've ever had. It's definitely a step up from something you'd have at a BBQ. Everything is just really delicately balanced and flavoured just right.

Since they just launched their dinner menu, I've only tried it once, but it was one of the best meals I've ever had. Finding a decent and well-priced steak is a real difficult task in Toronto, but BIVY has it down. Their entrecôte steak frites comes with a grilled 10 oz rib eye prepared at a perfect medium rare as requested and covered in an understated herbed butter, fries that are seasoned just right and done to the perfect crisp without being overcooked and, of course, that beautiful simple salad. For $18.95! Pair it with one of their well-priced glasses of wine and you have the perfect date night. We'll be back again soon, probably tacking on an order of mussels to start since they look SO good.

I know I'm just gushing at this point. I just really love this place and it's the perfect local spot. It's equal parts cafe, brunch/lunch stop and great dinner option. A lot of restaurants wouldn't be able to juggle all those identities, but BIVY is great at doing simple, delicious food and providing a versatile ambiance with great service. I'm so happy to live near by. The only problem is that I'm constantly tempted to say ""Let's just go to BIVY"" instead of, you know, cooking at home and not blowing my paycheque on daily jaunts to my favourite neighbourhood spot.","10cjlsUzS8rAKMjdEWbxvA",5,"2015-04-09",2,"review",1
"1254",0,"dEDId4Rp2JpblIfYIoH00w","a4pWzgtEBDcVRqrrsW2tOQ","Bivy is a contemporary Canadian brunch spot with a French influence. Upon entering during the day, the restaurant gives a relaxing vibe for customers to sit down and enjoy their meal or coffee. Bivy has brunch and dinner hours, which you could come in for dinner from Tuesday through Saturday. They close from 4-5 PM during those days to prepare for the evening. Bivy serves interesting dishes, such as their French spinach pancakes and their different version of the French toast (which is more of a bread pudding).

The beer served are sourced locally from Ontario. The alcoholic drinks consists of beer on tap and basic cocktails. To give back to their customers, Bivy has a policy of giving one free cup of coffee to a customer everyday. This is an awesome policy and a great way to brighten up someone's day!

I tried their Mochaccino, which is their version of a mocha and I believe cappuccino combined. It has a nutty taste to it so it is great if you like that flavour. Overall, I think Bivy is a nice spot to go to for a quick brunch with friends or your significant other during the week.","10cjlsUzS8rAKMjdEWbxvA",3,"2014-05-12",1,"review",0
